v5,v6,kstot,age,male,toomuchscience,solveprob
28961,32,13,50,1,0,1
28962,32,9,57,0,0,2
28963,32,12,29,0,,
28965,32,11,39,0,2,0
28966,32,10,16,0,,
28967,32,6,66,1,3,1
28968,32,6,68,0,,
28969,32,10,58,1,0,1
28971,32,10,34,1,,
28973,32,3,33,0,,
28974,32,11,40,0,0,0
28975,32,10,56,1,,
28976,32,9,30,1,4,4
28978,32,8,52,1,3,1
28980,32,11,23,0,2,2
28981,32,10,22,0,,
28982,32,8,25,0,2,3
28983,32,10,35,1,,
28984,32,8,32,0,3,2
28985,32,10,41,1,,
28986,32,8,26,0,3,2
28987,32,9,25,1,,
28988,32,6,53,0,4,0
28989,32,11,25,0,,
28990,32,10,71,0,4,2
28991,32,9,68,1,,
28992,32,7,72,0,1,2
28994,32,7,53,0,1,1
28995,32,6,66,0,,
28996,32,12,34,0,4,0
28997,32,11,25,1,,
28998,32,7,50,1,4,0
29000,32,7,38,1,,
29001,32,7,61,1,3,3
29002,32,11,54,0,,
29003,32,6,43,0,1,1
29004,32,10,37,1,,
29005,32,9,52,0,1,1
29006,32,8,19,0,,
29007,32,10,47,1,,
29008,32,7,58,0,2,3
29009,32,6,70,0,2,3
29011,32,11,35,1,,
29012,32,8,52,0,2,0
29013,32,5,65,0,,
29014,32,12,30,0,2,0
29015,32,12,30,1,3,1
29016,32,9,49,0,,
29018,32,11,27,1,,
29020,32,6,62,0,,
29021,32,6,62,0,2,3
29022,32,10,76,1,,
29023,32,8,58,1,2,0
29024,32,8,37,1,,
29026,32,6,33,0,,
29029,32,3,65,0,0,1
29030,32,8,46,1,,
29031,32,9,28,1,0,3
29033,32,13,40,0,1,1
29034,32,6,23,0,,
29035,32,3,37,1,0,2
29036,32,7,36,1,,
29037,32,5,26,0,2,3
29038,32,8,39,0,,
29039,32,7,41,0,3,0
29041,32,5,56,0,3,3
29043,32,11,31,0,2,2
29044,32,5,17,1,,
29045,32,7,36,0,1,1
29046,32,7,32,0,,
29047,32,6,19,1,2,2
29048,32,4,67,1,,
29049,32,6,22,1,4,1
29051,32,6,72,0,4,0
29054,32,4,49,0,,
29056,32,6,16,0,,
29057,32,5,29,0,4,0
29058,32,7,25,1,,
29061,32,9,50,1,3,3
29063,32,6,75,1,3,4
29064,32,7,27,1,,
29065,32,5,17,1,1,1
29066,32,6,44,1,,
29067,32,7,26,1,2,2
29068,32,7,36,0,,
29069,32,13,20,1,2,2
29070,32,8,30,0,,
29071,32,11,20,1,3,1
29073,32,11,21,0,2,1
29074,32,10,23,0,,
29075,32,6,58,0,2,3
29077,32,7,46,1,2,0
29078,32,8,39,1,,
29080,32,13,25,1,,
29082,32,13,52,1,,
29085,32,12,44,1,2,1
29086,32,9,18,1,,
29087,32,12,30,1,,
29088,32,8,16,0,2,2
29089,32,6,33,1,,
29090,32,9,33,1,1,1
29091,32,11,36,1,3,1
29093,32,7,24,1,3,0
29094,32,10,31,0,,
29095,32,13,22,0,3,2
29096,32,13,23,1,,
29097,32,12,23,1,4,0
29098,32,11,20,0,,
29099,32,11,21,0,3,3
29101,32,9,21,0,3,1
29103,32,9,48,0,2,2
29108,32,10,39,1,,
29109,32,10,61,1,,1
29111,32,11,35,0,1,1
29112,32,8,43,1,,
29113,32,6,26,0,,
29114,32,8,36,1,,
29115,32,9,41,0,1,2
29117,32,7,46,0,4,3
29118,32,4,26,0,,
29120,32,11,33,0,,
29122,32,10,58,0,,
29123,32,10,68,0,3,2
29124,32,13,40,0,,
29127,32,12,64,0,,
29128,32,8,72,1,4,0
29129,32,10,42,0,,
29132,32,9,41,0,,
29133,32,12,29,1,2,2
29134,32,12,26,0,,
29135,32,11,23,1,,0
29136,32,13,29,0,,
29137,32,8,50,0,2,1
29138,32,13,25,0,,
29139,32,11,20,1,2,1
29145,32,6,74,1,,
29146,32,8,20,0,3,2
29147,32,7,40,0,3,0
29151,32,4,69,1,4,3
29152,32,3,77,0,,
29153,32,4,68,0,2,3
29154,32,6,56,0,,
29155,32,8,75,0,4,2
29156,32,10,27,1,,4
29157,32,9,21,1,,
29159,32,6,19,1,,
29160,32,4,48,0,2,1
29163,32,8,45,0,,
29164,32,4,35,0,4,
29165,32,6,15,0,,
29169,32,2,65,0,,
29170,32,5,18,1,0,0
29171,32,9,58,0,,
29172,32,9,37,1,,
29173,32,6,60,0,,
29174,32,6,41,0,,
29175,32,7,51,0,,
29179,32,7,17,1,,
29180,32,9,32,0,2,2
29181,32,7,16,0,,
29182,32,9,48,1,3,3
29184,32,12,47,1,2,2
29187,32,11,60,0,,
29188,32,6,55,1,2,3
29189,32,10,33,1,,
29190,32,8,61,1,3,3
29191,32,9,62,0,,
29193,32,11,69,1,,
29194,32,10,27,1,0,0
29195,32,12,20,1,,
29196,32,7,30,0,3,0
29197,32,11,17,0,,
29198,32,9,24,0,2,1
29200,32,12,47,0,4,0
29201,32,3,74,1,2,3
29203,32,5,24,0,1,0
29204,32,7,44,0,,
29205,32,4,29,0,2,1
29206,32,4,46,1,,
29208,32,11,46,0,,
29210,32,7,20,1,,
29212,32,4,80,1,,
29213,32,2,55,0,2,2
29215,32,10,54,1,1,3
29216,32,12,51,1,,
29218,32,12,45,1,,
29219,32,10,49,1,2,1
29220,32,2,75,0,,
29221,32,9,58,0,0,1
29222,32,12,35,1,,
29223,32,6,67,0,3,4
29224,32,12,24,0,,
29225,32,12,20,1,4,0
29226,32,12,44,1,,
29227,32,8,41,1,3,1
29228,32,8,74,1,,
29232,32,9,29,1,,
29233,32,12,30,1,2,0
29234,32,8,51,0,,
29235,32,5,72,1,2,1
29236,32,10,49,0,,
29237,32,5,34,0,3,1
29238,32,4,80,0,,
29239,32,7,16,0,4,0
29240,32,7,77,1,,
29241,32,9,47,0,,
29242,32,12,20,1,4,2
29243,32,11,57,1,,
29244,32,7,20,1,,
29245,32,12,55,0,3,0
29246,32,8,72,0,,
29247,32,7,46,1,2,3
29248,32,6,39,1,,
29250,32,12,30,0,,
29251,32,11,71,0,2,3
29252,32,11,56,1,,
29253,32,12,39,0,3,1
29254,32,7,72,1,2,3
29256,32,11,51,0,3,3
29257,32,11,17,0,,
29258,32,11,65,1,1,2
29259,32,11,35,1,,
29260,32,13,28,0,3,1
29261,32,10,48,1,,
29262,32,13,32,0,1,3
29263,32,8,62,1,,
29264,32,8,24,0,,
29266,32,10,84,0,,
29267,32,8,53,0,2,3
29268,32,11,57,0,,
29269,32,6,68,1,3,3
29271,32,10,63,0,4,4
29272,32,12,44,0,,
29273,32,11,20,1,,
29275,32,9,60,1,1,3
29276,32,11,54,1,3,4
29277,32,12,25,1,,
29278,32,10,20,0,,2
29279,32,11,60,0,0,1
29280,32,11,33,1,,
29283,32,8,46,1,2,3
29285,32,11,50,1,1,1
29288,32,10,19,0,,
29290,32,10,19,1,,
29291,32,7,40,0,2,3
29294,32,9,39,0,,
29295,32,7,47,1,1,4
29299,32,5,48,0,1,3
29300,32,9,44,0,0,1
29301,32,12,40,1,3,0
29302,32,9,48,1,,
29303,32,10,33,0,,
29304,32,9,49,0,4,0
29305,32,10,25,0,,
29306,32,9,55,0,3,2
29307,32,11,15,1,,
29308,32,6,74,1,4,3
29309,32,9,50,0,,
29310,32,9,84,0,4,2
29311,32,9,27,0,4,3
29312,32,13,25,0,,
29313,32,10,45,0,1,0
29314,32,11,50,1,,
29315,32,11,55,0,2,2
29316,32,12,24,0,,
29317,32,8,32,1,0,4
29318,32,9,27,0,,
29319,32,8,29,1,4,4
29320,32,8,35,0,,
29321,32,11,21,1,2,1
29322,32,10,71,0,3,2
29323,32,9,43,1,,
29324,32,11,26,0,2,1
29325,32,6,74,1,3,0
29326,32,10,53,1,,
29328,32,9,18,0,,
29332,32,7,60,0,,
29334,32,8,17,1,2,3
29335,32,10,26,1,2,2
29336,32,7,32,1,,
29337,32,9,37,0,3,2
29338,32,9,29,0,,
29339,32,9,80,1,3,2
29340,32,11,45,1,0,3
29341,32,12,53,0,,
29342,32,8,78,0,0,2
29343,32,11,55,1,,
29344,32,10,34,1,3,1
29345,32,9,47,1,,
29346,32,10,19,0,2,3
29347,32,10,47,0,,
29348,32,11,43,1,4,4
29349,32,4,32,0,,
29350,32,12,58,0,1,1
29352,32,13,45,1,1,0
29354,32,9,23,0,,
29356,32,9,50,0,2,2
29357,32,9,55,0,,
29358,32,13,26,1,2,0
29359,32,5,69,0,,
29361,32,9,20,1,,
29362,32,10,63,0,,
29363,32,6,18,0,3,1
29364,32,8,20,1,,
29365,32,11,17,1,3,2
29366,32,10,28,0,,
29367,32,9,36,1,,
29368,32,11,54,0,,
29369,32,10,51,1,4,0
29370,32,10,15,1,3,1
29371,32,12,44,1,,
29373,32,7,47,0,2,3
29374,32,9,56,0,,
29375,32,10,16,0,3,3
29376,32,6,26,0,,
29377,32,8,67,1,,
29379,32,10,41,1,,
29380,32,9,40,0,1,0
29381,32,11,40,0,2,0
29382,32,8,55,1,,
29383,32,5,62,0,0,4
29384,32,10,47,0,,
29385,32,2,69,0,,
29386,32,0,67,0,,
29388,32,10,43,1,,
29389,32,8,64,0,3,3
29390,32,9,43,1,,
29391,32,9,56,1,0,1
29392,32,9,65,1,,
29393,32,11,23,1,4,0
29394,32,12,33,0,,
29395,32,9,44,1,0,3
29397,32,8,30,0,,2
29398,32,7,42,0,,
29400,32,7,34,0,2,3
29401,32,11,34,1,,
29402,32,12,83,0,,
29403,32,6,52,1,,
29404,32,13,41,0,,
29406,32,5,67,1,,
29407,32,11,48,0,2,4
29409,32,13,25,0,1,1
29411,32,11,50,1,2,2
29412,32,7,61,0,4,1
29413,32,8,69,1,2,3
29417,35,8,72,1,3,0
29418,35,11,72,1,3,3
29419,35,5,57,0,,0
29420,35,10,48,0,3,0
29421,35,4,71,1,3,3
29422,35,11,60,0,1,0
29423,35,11,60,1,3,1
29429,35,7,83,0,4,0
29430,35,9,73,1,3,1
29431,35,8,66,0,2,2
29433,35,9,46,1,0,0
29434,35,12,42,0,2,1
29435,35,3,64,0,0,2
29436,35,9,31,1,2,0
29437,35,9,75,1,,
29438,35,11,40,0,,
29439,35,12,76,0,,
29440,35,10,74,0,,
29441,35,12,40,1,,
29442,35,3,20,0,,
29443,35,10,60,0,,
29444,35,11,56,0,,
29445,35,10,43,0,,
29450,35,12,66,0,4,0
29451,35,8,33,0,2,0
29453,35,11,39,0,4,0
29454,35,10,63,0,2,0
29455,35,11,70,1,4,1
29457,35,11,59,1,3,1
29459,35,7,32,0,2,1
29460,35,5,72,1,2,1
29462,35,10,63,0,,
29464,35,5,56,0,3,1
29467,35,8,45,1,1,1
29468,35,8,21,0,4,0
29469,35,9,66,1,4,0
29471,35,3,80,1,,
29472,35,10,61,1,,
29473,35,8,77,0,3,0
29478,35,12,24,1,1,1
29479,35,5,56,0,4,4
29480,35,10,40,0,4,0
29481,35,12,57,1,,
29482,35,12,60,1,,
29483,35,11,46,1,,
29485,35,9,27,0,,
29486,35,10,27,0,0,0
29487,35,8,34,0,2,0
29488,35,8,40,0,,
29490,35,7,37,1,,0
29492,35,9,29,0,1,0
29494,35,12,40,1,3,0
29495,35,9,44,0,4,0
29497,35,12,21,0,1,1
29498,35,9,41,0,,
29499,35,12,46,1,,
29501,35,8,62,0,,
29503,35,9,44,0,,
29504,35,12,25,0,2,0
29505,35,9,31,0,3,0
29507,35,8,49,0,3,0
29508,35,11,66,0,,
29510,35,10,59,0,,1
29511,35,8,54,0,,
29512,35,10,84,1,1,1
29513,35,7,28,0,2,2
29515,35,6,45,0,,
29517,35,8,42,1,1,0
29519,35,6,69,0,4,0
29520,35,7,72,0,,
29522,35,8,30,0,,
29523,35,10,42,0,,
29524,35,6,23,0,,
29525,35,9,70,0,,
29526,35,11,43,1,,
29528,35,12,49,0,3,0
29529,35,8,64,0,4,0
29531,35,6,57,1,1,0
29532,35,13,42,1,0,1
29533,35,13,38,1,2,0
29534,35,11,62,1,2,0
29535,35,12,42,1,2,1
29537,35,11,19,0,3,0
29539,35,12,24,1,1,0
29540,35,9,33,0,4,0
29541,35,10,43,0,3,0
29542,35,8,67,0,3,0
29543,35,8,74,1,4,0
29546,35,8,56,0,2,1
29548,35,10,34,0,3,1
29549,35,7,78,0,3,0
29550,35,11,59,0,1,1
29551,35,12,51,1,4,0
29553,35,6,79,1,4,0
29554,35,12,77,1,,
29557,35,6,22,0,4,4
29558,35,6,27,1,,
29559,35,12,41,1,2,2
29560,35,12,20,1,1,1
29561,35,10,19,1,3,0
29562,35,12,77,1,1,1
29563,35,10,75,0,2,0
29566,35,9,57,1,,
29568,35,7,37,1,,
29570,35,11,39,1,0,0
29571,35,10,34,1,3,2
29573,35,9,66,0,,2
29575,35,7,19,1,,
29576,35,11,43,0,3,1
29577,35,11,61,0,3,1
29578,35,9,53,0,3,0
29580,35,7,75,0,3,0
29581,35,11,29,0,,
29583,35,12,42,0,,0
29584,35,7,19,0,2,
29585,35,10,46,0,2,0
29588,35,8,37,0,,
29589,35,9,30,0,,
29590,35,9,36,0,,
29591,35,5,39,1,,
29592,35,12,76,1,0,0
29593,35,6,52,1,,
29597,35,10,39,0,,
29599,35,8,42,0,2,0
29600,35,12,30,1,2,2
29601,35,8,57,0,3,1
29602,35,8,47,0,2,1
29603,35,12,62,1,2,0
29604,35,12,49,1,,
29606,35,7,50,1,0,0
29607,35,11,65,1,,
29608,35,6,55,0,2,2
29609,35,7,60,0,3,0
29610,35,6,62,0,3,0
29611,35,10,67,0,3,2
29612,35,9,52,0,1,0
29614,35,9,24,0,4,0
29616,35,10,53,1,,
29617,35,9,72,1,,
29618,35,12,55,1,,
29619,35,9,65,1,,
29620,35,7,56,0,3,1
29621,35,10,44,0,2,0
29622,35,5,58,1,4,0
29623,35,9,40,0,2,0
29624,35,11,36,1,0,0
29625,35,9,50,1,1,0
29626,35,8,72,1,2,0
29628,35,8,29,1,,
29630,35,10,53,0,3,1
29631,35,10,21,1,2,0
29632,35,3,68,1,3,1
29633,35,9,59,1,,
29635,35,9,45,0,2,0
29637,35,6,49,0,4,0
29639,35,5,42,0,4,3
29642,35,10,41,0,,
29643,35,10,65,0,,
29644,35,11,37,1,1,0
29645,35,10,49,1,0,0
29646,35,11,71,1,0,0
29647,35,12,51,1,2,0
29648,35,7,43,0,,
29649,35,11,57,0,2,0
29650,35,7,55,0,4,1
29652,35,9,15,1,,
29653,35,12,21,0,2,2
29657,35,10,52,1,,
29661,35,7,42,0,,
29662,35,9,30,0,,
29663,35,4,78,0,,
29664,35,8,30,0,,
29665,35,12,31,0,,
29666,35,11,21,0,3,0
29667,35,10,22,1,,
29669,35,13,21,0,,
29673,35,9,36,0,3,0
29675,35,6,55,0,,
29676,35,4,40,1,,
29679,35,9,64,0,,
29680,35,5,70,0,,
29681,35,10,81,1,0,1
29682,35,10,71,1,0,0
29683,35,12,26,1,3,0
29685,35,9,40,0,2,1
29689,35,8,31,1,4,0
29690,35,8,76,0,,
29691,35,5,19,0,,
29692,35,11,31,1,0,1
29694,35,11,31,0,,
29695,35,11,35,1,0,0
29696,35,7,31,0,,
29697,35,6,47,0,,
29699,35,8,22,0,4,0
29700,35,7,65,0,3,0
29701,35,13,41,0,4,0
29702,35,8,30,1,2,0
29703,35,8,78,1,4,0
29705,35,9,43,1,,
29706,35,10,33,1,,
29707,35,10,37,1,,
29708,35,9,56,1,,
29710,35,12,56,1,1,0
29711,35,11,41,0,0,0
29713,35,9,74,0,,
29714,35,5,65,1,,
29715,35,6,50,1,3,0
29716,35,10,57,0,4,0
29718,35,13,32,1,,
29719,35,11,35,0,,
29720,35,9,47,0,,
29721,35,13,52,1,,
29722,35,12,43,1,,
29723,35,4,60,0,0,0
29724,35,8,37,0,,
29729,35,11,27,1,2,1
29731,35,7,83,1,,
29732,35,6,74,0,1,0
29733,35,9,48,0,,
29734,35,7,30,0,,
29735,35,11,48,0,1,0
29736,35,6,24,0,3,0
29737,35,12,55,0,3,0
29738,35,11,33,1,,
29740,35,8,24,1,3,2
29741,35,11,71,1,3,1
29742,35,8,58,0,,
29743,35,9,48,0,,
29744,35,8,18,1,,
29747,35,8,89,0,3,0
29748,35,8,70,0,,
29749,35,3,54,1,0,0
29750,35,7,70,1,,
29751,35,3,36,1,,
29753,35,8,43,0,3,1
29754,35,6,44,0,3,0
29755,35,9,76,1,3,2
29756,35,6,72,0,3,0
29758,35,10,72,1,2,1
29761,35,10,48,0,,
29762,35,10,41,0,0,0
29764,35,8,77,1,4,0
29766,35,9,15,0,1,0
29767,35,10,55,0,2,0
29769,35,9,56,1,,
29771,35,11,30,1,,
29772,35,4,69,0,3,4
29775,35,6,66,1,2,2
29776,35,7,50,0,0,0
29778,35,12,44,0,4,0
29779,35,8,36,1,,
29780,35,13,44,0,,
29781,35,4,18,1,3,0
29783,35,9,25,1,1,0
29784,35,9,18,0,,
29786,35,7,26,0,,
29787,35,8,61,1,,
29788,35,8,30,0,,
29791,35,8,33,0,,
29792,35,13,26,1,0,0
29793,35,10,42,0,2,
29794,35,13,68,0,,
29797,35,10,46,1,,
29798,35,12,42,0,3,0
29799,35,8,59,1,,
29800,35,7,79,1,4,1
29801,35,12,48,0,1,1
29802,35,5,68,0,,
29807,35,9,71,1,1,1
29808,35,9,42,1,1,1
29811,35,12,48,1,1,1
29812,35,9,52,1,3,0
29813,35,9,45,1,,
29814,35,12,55,0,,
29815,35,10,56,1,,
29816,35,11,51,1,,
29817,35,12,54,1,,
29819,35,6,44,0,2,3
29821,35,10,46,1,,
29823,35,5,48,0,,
29824,35,2,66,0,,
29826,35,10,74,0,,
29827,35,12,35,1,2,1
29828,35,7,38,0,1,1
29830,35,10,61,1,3,1
29831,35,9,87,0,,
29832,35,13,23,1,,
29835,35,9,74,0,,
29836,35,11,22,1,,
29838,35,11,24,1,,
29840,35,6,61,1,,1
29841,35,8,52,0,,
29842,35,6,60,1,,
29843,35,12,53,1,1,2
29844,35,10,23,1,2,1
29845,35,9,43,1,3,1
29846,35,9,74,0,2,0
29847,35,6,78,0,2,2
29848,35,8,47,0,,
29849,35,8,58,0,3,1
29850,35,10,38,0,3,0
29852,35,8,57,0,,
29853,35,8,69,1,2,1
29854,35,9,22,1,,
29856,35,12,27,1,,
29858,35,8,60,0,,
29859,35,9,50,0,,
29860,35,7,16,0,,
29861,35,8,70,1,3,1
29862,35,7,89,0,3,0
29863,35,10,60,0,,
29864,35,12,39,1,,
29865,35,9,39,1,,
29866,35,9,62,1,,
29867,35,10,43,0,2,1
29868,35,11,36,1,,
29869,35,12,72,0,,0
29870,35,6,41,1,,
29871,35,11,44,0,,
29872,35,9,53,0,,
29874,35,10,60,1,2,1
29875,35,8,40,0,4,0
29876,35,11,45,1,,
29877,35,4,88,0,,
29878,35,11,55,1,,
29879,35,9,71,0,,
29880,35,10,71,1,4,0
29883,35,11,71,1,0,0
29884,35,12,50,1,1,0
29885,35,10,56,1,,
29886,35,11,15,0,,
29887,35,8,30,0,,
29888,35,8,75,0,3,2
29889,35,11,62,0,0,0
29890,35,9,74,1,4,0
29891,35,8,53,0,,
29892,35,12,53,0,0,0
29893,35,10,66,1,3,0
29894,35,10,54,0,2,1
29895,35,12,30,1,3,0
29896,35,12,23,0,2,0
29898,35,11,22,1,,
29900,35,8,57,1,,
29901,35,9,73,1,,
29903,35,9,85,0,,
29904,35,7,28,0,3,1
29905,35,12,29,1,,
29906,35,8,68,0,0,0
29907,35,7,75,1,,
29909,35,11,65,0,,
29910,35,9,58,1,2,2
29911,35,11,78,1,4,0
29912,35,10,33,0,2,0
29913,35,10,24,1,2,1
29915,35,5,67,0,4,1
29916,35,8,61,0,,0
29918,35,10,72,1,,
29919,35,8,72,0,,
29920,35,10,51,1,3,1
29921,35,13,29,0,,
29922,35,10,55,0,3,0
29923,35,5,69,0,,
29925,35,11,49,0,3,0
29926,35,13,45,0,2,0
29927,35,12,34,1,,
29928,35,10,59,0,0,0
29929,35,12,30,1,1,0
29930,35,13,73,0,,
29931,35,11,70,1,3,1
29933,35,6,30,1,,
29937,35,11,38,1,1,0
29939,35,12,48,1,3,0
29940,35,11,60,0,3,0
29942,35,5,55,1,,
29943,35,6,38,0,,
29944,35,8,36,1,,
29946,35,9,33,1,2,1
29947,35,10,46,0,,
29949,35,5,52,0,1,1
29950,35,11,61,0,,
29952,35,5,59,0,3,
29953,35,9,42,0,,
29955,35,7,67,0,,
29956,35,7,73,1,1,3
29959,35,9,65,0,,
29960,35,8,57,0,1,1
29961,35,4,20,0,,
29962,35,6,65,1,3,3
29963,35,10,42,0,,
29965,35,8,52,0,3,1
29966,35,6,53,0,0,1
29967,35,11,64,1,1,2
29968,35,12,38,0,2,2
29969,35,13,48,1,2,3
29971,35,4,49,0,,
29976,35,8,52,0,4,0
29977,35,7,38,1,,
29981,35,9,31,0,3,0
29982,35,7,89,0,3,2
29983,35,12,60,1,1,0
29984,35,6,57,0,4,0
29985,35,3,19,0,,
29986,35,6,74,0,,
29987,35,12,61,0,,
29988,35,10,28,0,,
29989,35,9,21,1,,
29990,35,7,81,1,,
29991,35,9,81,1,,
29992,35,9,76,0,,
29993,35,13,43,1,,
29994,35,13,87,1,,
29995,35,12,67,1,,
29997,35,10,29,0,3,3
29998,35,11,24,0,,
29999,35,10,21,0,,
30001,35,7,31,0,,
30002,35,12,38,1,,
30003,35,11,50,1,3,0
30004,35,13,32,1,2,1
30006,35,12,54,1,,
30007,35,11,40,0,,
30008,35,8,64,0,3,4
30009,35,7,78,0,,
30011,35,8,57,0,,
30012,35,7,30,0,,
30013,35,10,22,0,4,0
30014,35,8,31,1,,
30015,35,8,59,1,,
30018,35,10,19,1,,
30019,35,11,45,1,2,0
30022,35,11,53,1,,
30023,35,12,39,0,,
30024,35,11,61,0,,
30025,35,12,20,1,,
30027,35,5,39,0,3,1
30028,35,12,71,1,2,1
30029,35,8,38,0,,
30030,35,11,57,0,,
30031,35,9,47,1,,
30032,35,11,41,1,,
30035,35,10,68,0,,
30036,35,6,55,0,3,2
30037,35,13,55,1,,
30038,35,13,28,1,,
30039,35,12,38,0,,
30040,35,5,55,1,,
30041,35,9,80,1,2,0
30042,35,9,36,1,,
30043,35,6,33,0,3,1
30044,35,5,61,1,2,0
30045,35,7,36,0,,
30046,35,7,43,0,,
30048,35,6,78,0,,
30049,35,10,26,1,,
30050,35,6,57,0,,
30051,35,11,39,1,,
30054,35,11,77,0,0,0
30056,35,6,23,1,,
30057,35,12,56,1,1,0
30059,35,11,32,0,3,0
30060,35,12,74,1,,
30062,35,10,72,1,,
30065,35,12,24,1,,
30066,35,7,59,0,2,1
30068,35,9,47,1,,
30069,35,4,51,0,,
30070,35,4,59,0,4,0
30072,35,8,20,0,,
30073,35,9,39,0,,
30074,35,11,54,0,,
30076,35,10,40,0,,
30078,35,11,50,0,2,0
30079,35,7,92,0,,
30080,35,12,67,1,3,2
30082,35,12,67,1,,
30083,35,5,15,0,,
30086,35,9,40,0,3,1
30087,35,6,54,0,,
30088,35,12,35,0,,
30089,35,12,41,1,,
30092,35,6,63,0,,
30093,35,8,66,0,,
30095,35,11,50,0,,
30096,35,5,83,0,,
30098,35,9,22,0,3,0
30099,35,11,43,0,2,0
30103,35,9,68,0,2,2
30106,35,7,63,1,1,1
30107,35,4,29,0,,
30108,35,4,37,1,,
30109,35,8,69,0,,
30110,35,8,75,1,2,2
30111,35,6,32,1,,
30112,35,8,55,1,3,1
30113,35,5,46,0,,
30114,35,10,52,0,,
30116,35,13,30,1,,
30117,35,13,63,1,,
30119,35,11,43,0,3,0
30120,35,12,53,0,,
30123,35,8,38,0,,
30124,35,11,51,0,,
30125,35,9,84,0,,
30128,35,9,89,0,4,1
30129,35,12,31,1,3,0
30131,35,9,51,1,3,0
30132,35,10,73,1,,
30133,35,13,47,0,,
30135,35,9,32,1,2,0
30136,35,12,51,1,,
30137,35,9,16,1,,
30138,35,12,43,1,3,0
30139,35,13,56,1,,
30140,35,8,36,0,2,0
30141,35,3,83,1,,
30142,35,10,24,0,,
30144,35,5,56,0,4,
30145,35,7,23,0,,
30148,35,7,34,1,2,
30149,35,10,37,0,2,2
30150,35,5,52,0,,4
30155,35,8,40,0,,
30156,35,8,66,0,,
30158,35,8,76,0,1,1
30160,35,10,53,1,2,1
30161,35,11,23,0,4,0
30162,35,11,39,0,,
30163,35,7,70,0,2,0
30164,35,9,52,0,,
30165,35,12,49,0,2,2
30166,35,11,40,0,,
30167,35,8,43,0,,
30168,35,10,27,0,1,1
30169,35,6,55,0,1,0
30171,35,7,34,1,,
30176,35,12,55,0,0,2
30177,35,11,37,0,,
30178,35,11,31,1,,
30179,35,7,27,0,,
30183,35,7,41,0,3,2
30184,35,10,56,1,3,0
30185,35,8,68,1,2,1
30186,35,8,16,1,2,1
30188,35,9,22,0,2,4
30189,35,9,18,0,4,2
30190,35,13,63,1,0,
30191,35,12,80,0,2,2
30192,35,10,68,0,3,2
30193,35,13,69,0,3,2
30194,35,7,39,0,3,2
30197,35,9,43,0,,
30198,35,13,44,1,,
30199,35,12,46,0,,
30200,35,13,35,1,,
30201,35,13,36,1,,
30203,35,12,46,0,1,0
30205,35,7,60,0,,
30206,35,6,57,0,,
30207,35,11,34,1,,
30208,35,8,30,0,4,1
30209,35,13,53,0,,
30210,35,12,37,1,4,4
30211,35,12,59,1,2,3
30212,35,12,39,1,4,4
30213,35,12,22,1,3,4
30214,35,13,22,0,3,4
30215,35,6,75,0,,
30221,35,9,66,1,,
30222,35,9,45,0,1,2
30223,35,9,21,1,0,1
30224,35,4,56,0,4,4
30225,35,6,81,1,3,3
30226,35,6,38,0,3,2
30227,35,8,59,0,,
30228,35,10,48,0,2,0
30229,35,11,60,0,1,0
30230,35,11,22,0,2,1
30231,35,8,40,1,2,1
30232,35,12,50,0,1,0
30233,35,10,31,1,,
30234,35,11,27,0,1,1
30235,35,12,33,0,1,2
30237,35,12,47,0,,
30240,35,12,15,1,,
30242,35,10,47,0,2,1
30243,35,12,43,1,,
30244,35,7,52,1,,
30245,35,12,58,0,0,0
30246,35,12,66,0,2,0
30248,35,11,49,0,1,1
30249,35,10,38,0,0,1
30250,35,11,62,1,,
30252,35,11,56,1,,
30253,35,10,40,0,,
30254,35,8,66,1,2,0
30257,35,10,70,0,,
30259,35,9,32,0,2,2
30260,35,5,70,1,,
30261,35,9,30,0,4,4
30264,35,12,17,1,1,0
30267,35,10,57,0,0,0
30268,35,10,21,1,,
30269,35,12,41,1,,
30270,35,8,35,0,2,0
30271,35,11,17,1,2,0
30272,35,12,66,1,3,1
30274,35,13,45,0,,
30275,35,11,84,0,,
30276,35,11,52,0,,
30277,35,7,54,0,,
30279,35,12,58,1,,
30281,35,11,61,0,,
30283,35,11,35,0,1,0
30284,35,6,38,0,3,1
30286,35,2,50,0,3,3
30287,35,8,59,0,,
30288,35,6,38,0,4,0
30291,35,10,60,1,1,0
30293,35,8,84,1,,
30294,35,12,43,0,,
30295,35,9,48,1,2,2
30296,35,12,48,0,,
30300,35,4,38,0,,
30301,35,7,57,1,,
30302,35,7,45,1,,
30303,35,11,39,1,,
30305,35,7,63,0,3,0
30306,35,9,56,1,3,0
30308,35,9,46,1,3,1
30309,35,13,42,0,3,0
30310,35,11,63,0,,
30311,35,10,56,0,4,0
30312,35,5,48,0,,
30313,35,7,24,1,,
30318,35,10,69,0,,
30319,35,12,72,1,3,3
30320,35,13,38,0,4,0
30321,35,7,69,1,2,0
30322,35,12,35,0,0,0
30323,35,8,38,0,4,0
30324,35,9,32,1,,
30325,35,6,64,0,,
30327,35,9,88,1,,
30330,35,7,49,1,,
30332,35,11,73,0,1,1
30333,35,10,21,1,,
30336,35,10,77,1,3,0
30337,35,9,63,0,,
30338,35,11,30,0,,
30340,35,12,77,0,,
30341,35,9,46,1,,
30345,35,12,39,0,0,1
30346,35,10,80,1,2,0
